id;type_channel;channel_id;ext_num;agent_name;external_id;call_date;status;data;report_data;phone;session_id;region;tz;operator;update_at;next_call_date;company_id;server;attempts_count;priority;last_phone;last_status
180985245;out;NULL;NULL;33-08sl;85;25.03.2023 0:00;stop;"{""category"":""1"",""cl"":""grdt5"",""trunc"":""43"",""status"":""call"",""down"":""20"",""cps"":""0.1"",""channels"":10}";{};79000000000;srjl2mli3r;NULL;7;NULL;25.03.2023 0:00;25.03.2023 0:00;24461;33-08;1;0;NULL;success
180985246;out;NULL;NULL;33-08sl;86;25.03.2023 0:00;stop;"{""category"":""1"",""cl"":""grdt5"",""trunc"":""43"",""status"":""call"",""down"":""20"",""cps"":""0.1"",""channels"":10}";{};79000000000;axbe8hstxa;NULL;7;NULL;25.03.2023 0:00;25.03.2023 0:00;24461;33-08;1;0;NULL;success
180985247;out;NULL;NULL;33-08sl;87;25.03.2023 0:00;stop;"{""category"":""1"",""cl"":""grdt5"",""trunc"":""43"",""status"":""call"",""down"":""20"",""cps"":""0.1"",""channels"":10}";{};79000000000;4xgpfqs4j2;NULL;7;NULL;25.03.2023 0:00;25.03.2023 0:00;24461;33-08;1;0;NULL;success
180985248;out;NULL;NULL;33-08sl;88;25.03.2023 0:00;stop;"{""category"":""1"",""cl"":""grdt5"",""trunc"":""43"",""status"":""call"",""down"":""20"",""cps"":""0.1"",""channels"":10}";{};79000000000;yh0e5d1msr;NULL;7;NULL;25.03.2023 0:00;25.03.2023 0:00;24461;33-08;2;1;NULL;request_recall
180985249;out;NULL;NULL;33-08sl;89;25.03.2023 0:00;stop;"{""category"":""1"",""cl"":""grdt5"",""trunc"":""43"",""status"":""call"",""down"":""20"",""cps"":""0.1"",""channels"":10}";{};79000000000;7r0i59jsfb;NULL;7;NULL;25.03.2023 0:00;25.03.2023 0:00;24461;33-08;1;0;NULL;success
180985250;out;NULL;NULL;33-08sl;90;25.03.2023 0:00;stop;"{""category"":""1"",""cl"":""grdt5"",""trunc"":""43"",""status"":""call"",""down"":""20"",""cps"":""0.1"",""channels"":10}";{};79000000000;at0bhdwfsq;NULL;7;NULL;25.03.2023 0:00;25.03.2023 0:00;24461;33-08;5;0;NULL;down
180985251;out;NULL;NULL;33-08sl;91;25.03.2023 0:00;stop;"{""category"":""1"",""cl"":""grdt5"",""trunc"":""43"",""status"":""call"",""down"":""20"",""cps"":""0.1"",""channels"":10}";{};79000000000;q9rbps6n5n;NULL;7;NULL;25.03.2023 0:00;25.03.2023 0:00;24461;33-08;2;0;NULL;success
180985252;out;NULL;NULL;33-08sl;92;25.03.2023 0:00;stop;"{""category"":""1"",""cl"":""grdt5"",""trunc"":""43"",""status"":""call"",""down"":""20"",""cps"":""0.1"",""channels"":10}";{};79000000000;e3migay218;NULL;7;NULL;25.03.2023 0:00;25.03.2023 0:00;24461;33-08;2;0;NULL;success
180985253;out;NULL;NULL;33-08sl;93;25.03.2023 0:00;stop;"{""category"":""1"",""cl"":""grdt5"",""trunc"":""43"",""status"":""call"",""down"":""20"",""cps"":""0.1"",""channels"":10}";{};79000000000;e76zgjfiit;NULL;7;NULL;25.03.2023 0:00;25.03.2023 0:00;24461;33-08;5;0;NULL;down
180985254;out;NULL;NULL;33-08sl;94;25.03.2023 0:00;stop;"{""category"":""1"",""cl"":""grdt5"",""trunc"":""43"",""status"":""call"",""down"":""20"",""cps"":""0.1"",""channels"":10}";{};79000000000;n9n9it6rlw;NULL;7;NULL;25.03.2023 0:00;25.03.2023 0:00;24461;33-08;1;0;NULL;success
180985255;out;NULL;NULL;33-08sl;95;25.03.2023 0:00;stop;"{""category"":""1"",""cl"":""grdt5"",""trunc"":""43"",""status"":""call"",""down"":""20"",""cps"":""0.1"",""channels"":10}";{};79000000000;5afxb083x5;NULL;3;NULL;25.03.2023 0:00;25.03.2023 0:00;24461;33-08;1;0;NULL;success
180985256;out;NULL;NULL;33-08sl;96;25.03.2023 0:00;stop;"{""category"":""1"",""cl"":""grdt5"",""trunc"":""43"",""status"":""call"",""down"":""20"",""cps"":""0.1"",""channels"":10}";{};79000000000;pxf1ngft25;NULL;3;NULL;25.03.2023 0:00;25.03.2023 0:00;24461;33-08;5;0;NULL;down
180985257;out;NULL;NULL;33-08sl;97;25.03.2023 0:00;stop;"{""category"":""1"",""cl"":""grdt5"",""trunc"":""43"",""status"":""call"",""down"":""20"",""cps"":""0.1"",""channels"":10}";{};79000000000;8d6y251z2y;NULL;3;NULL;25.03.2023 0:00;25.03.2023 0:00;24461;33-08;1;0;NULL;success
180985258;out;NULL;NULL;33-08sl;98;25.03.2023 0:00;stop;"{""category"":""1"",""cl"":""grdt5"",""trunc"":""43"",""status"":""call"",""down"":""20"",""cps"":""0.1"",""channels"":10}";{};79000000000;sy0b821zm1;NULL;3;NULL;25.03.2023 0:00;25.03.2023 0:00;24461;33-08;5;0;NULL;answering_machine
180985259;out;NULL;NULL;33-08sl;99;25.03.2023 0:00;stop;"{""category"":""1"",""cl"":""grdt5"",""trunc"":""43"",""status"":""call"",""down"":""20"",""cps"":""0.1"",""channels"":10}";{};79000000000;70bp68yghg;NULL;3;NULL;25.03.2023 0:00;25.03.2023 0:00;24461;33-08;1;0;NULL;success
180985260;out;NULL;NULL;33-08sl;100;25.03.2023 0:00;stop;"{""category"":""1"",""cl"":""grdt5"",""trunc"":""43"",""status"":""call"",""down"":""20"",""cps"":""0.1"",""channels"":10}";{};79000000000;s91ey0r05x;NULL;3;NULL;25.03.2023 0:00;25.03.2023 0:00;24461;33-08;2;0;NULL;success
180985261;out;NULL;NULL;33-08sl;101;25.03.2023 0:00;stop;"{""category"":""1"",""cl"":""grdt5"",""trunc"":""43"",""status"":""call"",""down"":""20"",""cps"":""0.1"",""channels"":10}";{};79000000000;f2tws3y9mi;NULL;3;NULL;25.03.2023 0:00;25.03.2023 0:00;24461;33-08;5;0;NULL;answering_machine
180985262;out;NULL;NULL;33-08sl;102;25.03.2023 0:00;stop;"{""category"":""1"",""cl"":""grdt5"",""trunc"":""43"",""status"":""call"",""down"":""20"",""cps"":""0.1"",""channels"":10}";{};79000000000;0i0ktb01kp;NULL;3;NULL;25.03.2023 0:00;25.03.2023 0:00;24461;33-08;5;0;NULL;answering_machine
180985263;out;NULL;NULL;33-08sl;103;25.03.2023 0:00;stop;"{""category"":""1"",""cl"":""grdt5"",""trunc"":""43"",""status"":""call"",""down"":""20"",""cps"":""0.1"",""channels"":10}";{};79000000000;arqa2fdit7;NULL;3;NULL;25.03.2023 0:00;25.03.2023 0:00;24461;33-08;5;0;NULL;down
